,Course,TermName,ClassAveLetter,SubjectCode,URL,Instructor
6481,MATH222,W2014,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-222,"Jakobson, Dmitry"
6482,MATH222,F2014,C+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-222,"Brandenbursky, Michael; Xu, Jian-Jun"
6483,MATH222,F2015,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-222,"Drury, Stephen W; Huang, Jingyin"
6484,MATH222,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-222,"Drury, Stephen W"
6485,MATH222,S2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-222,"McGregor, Geoffrey"
6486,MATH222,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-222,"Drury, Stephen W; Fox, Thomas F"
6487,MATH222,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-222,"Garver, Alexander"
6488,MATH222,S2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-222,"McGregor, Geoffrey"
6489,MATH222,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-222,"Drury, Stephen W; Laaksonen, Niko"
6490,MATH222,W2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-222,"Drury, Stephen W"
6491,MATH222,S2018,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-222,"Al Balushi, Ibrahim"
6492,MATH222,F2018,C+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-222,"Macdonald, Jeremy; Faifman, Dmitry"
6493,MATH222,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-222,"Sektnan, Lars"
6494,MATH222,S2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-222,"Pequignot, Yann Batiste"
6495,MATH222,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-222,"Macdonald, Jeremy; Causley, Broderick"
6496,MATH222,S2020,A,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-222,"Fortier, Jérôme"
6497,MATH222,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-222,"Fortier, Jérôme; Kelome, Djivede"
6498,MATH222,W2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-222,"Vetois, Jerome"
6499,MATH222,S2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-222,"Trudeau, Sidney"
6500,MATH222,F2021,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-222,"Allen, Patrick; Lumley, Allysa"
6501,MATH222,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-222,"Trudeau, Sidney"
6502,MATH222,S2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-222,"Trudeau, Sidney"
6503,MATH222,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-222,"Paquette, Elliot; Wrobel, Konrad"
6504,MATH222,W2023,C+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-222,"Trudeau, Sidney"
6505,MATH222,S2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-222,"Barill, Gavin"
6506,MATH222,F2023,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-222,"Sabok, Marcin; Allen, Patrick"
6507,MATH222,W2024,C+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-222,"Trudeau, Sidney"
6508,MATH222,S2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-222,"Bibby, Sean"
6509,MATH223,F2013,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-223,"Cavendish, William"
6510,MATH223,W2014,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-223,"Cavendish, William"
6511,MATH223,F2014,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-223,"Ehlen, Stephan"
6512,MATH223,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-223,"Saldanha Salvador, Tiago Miguel"
6513,MATH223,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-223,"Fox, Thomas F"
6514,MATH223,W2016,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-223,"Pichot, Michael"
6515,MATH223,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-223,"Nica, Bogdan Lucian"
6516,MATH223,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-223,"Pichot, Michael"
6517,MATH223,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-223,"Nica, Bogdan Lucian"
6518,MATH223,W2018,C+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-223,"Kelome, Djivede"
6519,MATH223,F2018,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-223,"Kelome, Djivede"
6520,MATH223,W2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-223,"Macdonald, Jeremy"
6521,MATH223,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-223,"Kelome, Djivede"
6522,MATH223,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-223,"Pichot, Michael"
6523,MATH223,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-223,"Abdenbi, Brahim"
6524,MATH223,F2021,C+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-223,"Kelome, Djivede"
6525,MATH223,W2022,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-223,"Darmon, Henri"
6526,MATH223,F2022,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-223,"Macdonald, Jeremy; Pichot, Mikael"
6527,MATH223,W2023,B-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-223,"Macdonald, Jeremy"
6528,MATH223,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-223,"Kelome, Djivede; Pichot, Mikael"
6529,MATH223,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-223,"Pichot, Mikael"
6530,MATH235,F2014,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-235,"L Kassaei, Payman"
6531,MATH235,F2015,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-235,"Goren, Eyal Z"
6532,MATH235,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-235,"Vonk, Jan"
6533,MATH235,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-235,"Wise, Daniel"
6534,MATH235,F2018,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-235,"Wise, Daniel"
6535,MATH235,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-235,"Wise, Daniel"
6536,MATH235,F2020,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-235,"Wise, Daniel"
6537,MATH235,F2021,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-235,"Wise, Daniel"
6538,MATH235,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-235,"Wise, Daniel"
6539,MATH235,F2023,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-235,"Macdonald, Jeremy; Goren, Eyal Z"
6540,MATH236,W2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-236,"Sankaran, Siddarth"
6541,MATH236,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-236,"Sankaran, Siddarth"
6542,MATH236,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-236,"Patrias, Rebecca"
6543,MATH236,W2018,C+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-236,"Nica, Bogdan Lucian"
6544,MATH236,W2019,C+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-236,"Nica, Bogdan"
6545,MATH236,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-236,"Tserunyan, Anush"
6546,MATH236,W2022,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-236,"Macdonald, Jeremy"
6547,MATH236,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-236,"Sroka, Marcin"
6548,MATH236,W2024,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-236,"Macdonald, Jeremy"
6549,MATH240,F2013,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-240,"Addario-Berry, Dana Louis"
6550,MATH240,F2014,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-240,"Vetta, Adrian Roshan"
6551,MATH240,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-240,"Vetta, Adrian Roshan"
6552,MATH240,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-240,None
6553,MATH240,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-240,"Shepherd, Frederick"
6554,MATH240,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-240,"Decorte, Philip Evan"
6555,MATH240,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-240,"Seamone, Benjamin"
6556,MATH240,F2018,C,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-240,"Macdonald, Jeremy; Nica, Bogdan"
6557,MATH240,W2019,C+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-240,"Macdonald, Jeremy; Pequignot, Yann Batiste"
6558,MATH240,F2019,C,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-240,"Macdonald, Jeremy; Nica, Bogdan"
6559,MATH240,F2020,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-240,"Addario-Berry, Louigi Dana; Paquette, Elliot"
6560,MATH240,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-240,"Vetta, Adrian Roshan; Fortier, Jérôme"
6561,MATH240,F2021,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-240,"Macdonald, Jeremy; Hanson, Eric"
6562,MATH240,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-240,"Macdonald, Jeremy; Love, Jonathan"
6563,MATH240,F2022,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-240,"Vetta, Adrian Roshan; Fortier, Jérôme"
6564,MATH240,W2023,B-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-240,"Fortier, Jérôme; Macdonald, Jeremy"
6565,MATH240,F2023,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-240,"Fortier, Jérôme; Macdonald, Jeremy"
6566,MATH240,W2024,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-240,"Macdonald, Jeremy; Lee, Kiwon"
6567,MATH242,F2014,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-242,"Hundemer, Axel W"
6568,MATH242,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-242,"Hundemer, Axel W"
6569,MATH242,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-242,"Hundemer, Axel W"
6570,MATH242,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-242,"Vetois, Jerome"
6571,MATH242,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-242,"Vetois, Jerome"
6572,MATH242,F2019,B-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-242,"Vetois, Jerome"
6573,MATH242,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-242,"Hundemer, Axel W"
6574,MATH242,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-242,"Hundemer, Axel W"
6575,MATH242,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-242,"Hundemer, Axel W"
6576,MATH242,F2023,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-242,"Hundemer, Axel"
6577,MATH243,W2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-243,"Hundemer, Axel W"
6578,MATH243,W2016,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-243,"Hundemer, Axel W"
6579,MATH243,W2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-243,"Hundemer, Axel W"
6580,MATH243,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-243,"Hundemer, Axel W"
6581,MATH243,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-243,"Hundemer, Axel W"
6582,MATH243,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-243,"Hundemer, Axel W"
6583,MATH243,W2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-243,"Hundemer, Axel W"
6584,MATH243,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-243,"Hundemer, Axel W"
6585,MATH243,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-243,"Hundemer, Axel"
6586,MATH247,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-247,"Disegni, Daniel"
6587,MATH247,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-247,"Hundemer, Axel W"
6588,MATH247,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-247,"Hundemer, Axel W"
6589,MATH247,W2019,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-247,"Hoheisel, Tim"
6590,MATH247,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-247,"Hoheisel, Tim"
6591,MATH247,W2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-247,"Hoheisel, Tim"
6592,MATH247,W2023,A,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-247,"Jakobson, Dmitry"
6593,MATH247,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-247,"Hoheisel, Tim"
6594,MATH248,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-248,"Guan, Pengfei"
6595,MATH248,F2016,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-248,"Tsogtgerel, Gantumur"
6596,MATH248,F2017,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-248,"Guan, Pengfei"
6597,MATH248,F2018,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-248,"Guan, Pengfei"
6598,MATH248,F2019,B+,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-248,"Tsogtgerel, Gantumur"
6599,MATH248,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-248,"Guan, Pengfei"
6600,MATH248,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-248,"Guan, Pengfei"
6601,MATH248,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-248,"Kamran, Niky"
6602,MATH248,F2023,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-248,"Kamran, Niky"
6603,MATH249,W2016,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-249,"Vetois, Jerome"
6604,MATH249,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-249,"Roth, Charles"
6605,MATH249,W2018,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-249,"Roth, Charles"
6606,MATH249,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-249,"Roth, Charles"
6607,MATH249,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-249,"Harrison, Sarah"
6608,MATH249,W2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-249,"Tserunyan, Anush"
6609,MATH249,W2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-249,"Guan, Pengfei"
6610,MATH249,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-249,"Pym, Brent"
6611,MATH251,W2015,B+,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-251,"Przytycki, Piotr"
6612,MATH251,W2016,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-251,"Przytycki, Piotr"
6613,MATH251,W2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-251,"Goren, Eyal Z"
6614,MATH251,W2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-251,"Vonk, Jan"
6615,MATH251,W2019,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-251,"Wang, Haining"
6616,MATH251,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-251,"Lipnowski, Michael"
6617,MATH251,W2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-251,"Lipnowski, Michael"
6618,MATH251,W2023,A-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-251,"Pichot, Mikael"
6619,MATH251,W2024,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-251,"Tserunyan, Anush"
6620,MATH254,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-254,"Jaksic, Vojkan"
6621,MATH254,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-254,"Vetois, Jerome"
6622,MATH254,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-254,"Hundemer, Axel W"
6623,MATH254,F2018,B+,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-254,"Hundemer, Axel W"
6624,MATH254,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-254,"Hundemer, Axel W"
6625,MATH254,F2020,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-254,"Jaksic, Vojkan; Hundemer, Axel W; Hurtubise, Jacques Claude"
6626,MATH254,F2021,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-254,"Jaksic, Vojkan"
6627,MATH254,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-254,"Tserunyan, Anush"
6628,MATH254,F2023,B+,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-254,"Jaksic, Vojkan"
6629,MATH255,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-255,"Jaksic, Vojkan"
6630,MATH255,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-255,"Jaksic, Vojkan"
6631,MATH255,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-255,"Choksi, Rustum"
6632,MATH255,W2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-255,"Choksi, Rustum"
6633,MATH255,W2019,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-255,"Choksi, Rustum"
6634,MATH255,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-255,"Jaksic, Vojkan"
6635,MATH255,W2022,A,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-255,"Jakobson, Dmitry"
6636,MATH255,W2023,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-255,"Choksi, Rustum"
6637,MATH255,W2024,A,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-255,"Jakobson, Dmitry"
6638,MATH262,F2013,B+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-262,"Jaberi-Douraki, Majid; Kamran, Niky; Bihlo, Alexander"
6639,MATH262,S2014,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-262,"Bachrachas Peterburg, Janine"
6640,MATH262,F2014,A-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-262,"Sancho, Neville G F; Jakobson, Dmitry; Xu, Yiyan"
6641,MATH262,W2015,B-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-262,"Xu, Jian-Jun"
6642,MATH262,S2015,A-,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-262,"Barsheshat, Yariv"
6643,MATH262,F2015,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-262,"Makhmali, Omid; Kamran, Niky; Liu, Yijia"
6644,MATH262,W2016,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-262,"Trudeau, Sidney"
6645,MATH262,S2016,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-262,"Makhmali, Omid"
6646,MATH262,F2016,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-262,"Makhmali, Omid; Liu, Yijia; Shirikyan, Armen"
6647,MATH262,W2017,B-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-262,"Drury, Stephen W"
6648,MATH262,S2017,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-262,"Trudeau, Sidney"
6649,MATH262,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-262,"Trudeau, Sidney; Lu, Xinyang"
6650,MATH262,W2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-262,"Drury, Stephen W"
6651,MATH262,S2018,B-,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-262,"Trudeau, Sidney"
6652,MATH262,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-262,"Drury, Stephen W; Létourneau, Vincent; Mazumdar, Saikat"
6653,MATH262,W2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-262,"Roth, Charles"
6654,MATH262,S2019,A-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-262,"Jakobson, Dmitry"
6655,MATH262,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-262,"Bélanger-Rioux, Rosalie; Létourneau, Vincent; Mei, Ming"
6656,MATH262,S2020,A-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-262,"Trudeau, Sidney"
6657,MATH262,F2020,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-262,"Trudeau, Sidney; Church, Kevin; Humphries, Tony"
6658,MATH262,W2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-262,"Roth, Charles"
6659,MATH262,S2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-262,"Phung, Xuan Kien"
6660,MATH262,F2021,B,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-262,"Hoheisel, Tim; GONZALEZ, IVAN; Church, Kevin"
6661,MATH262,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-262,"Roth, Charles"
6662,MATH262,S2022,B+,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-262,"Church, Kevin"
6663,MATH262,F2022,B+,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-262,"Kelome, Djivede; Duchesne, Gabriel William; Sun, Ruiran"
6664,MATH262,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-262,"Roth, Charles"
6665,MATH262,S2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-262,"Trudeau, Sidney"
6666,MATH262,F2023,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-262,"Jaksic, Vojkan; Tageddine, Damien; Borthwick, Jack Anthony"
6667,MATH262,W2024,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-262,"Roth, Charles"
6668,MATH262,S2024,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-262,"Trudeau, Sidney"
6669,MATH263,F2013,C+,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-263,"Xu, Jian-Jun; Feys, Jan"
6670,MATH263,W2014,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-263,"Grieve, Nathan; Nave, Jean-Christophe"
6671,MATH263,F2014,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-263,"Grieve, Nathan; Hurtubise, Jacques Claude"
6672,MATH263,W2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-263,"Grieve, Nathan; Nave, Jean-Christophe"
6673,MATH263,S2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-263,"Munroe, Patrick"
6674,MATH263,F2015,B+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-263,"Lu, Xinyang; Xu, Jian-Jun"
6675,MATH263,W2016,C+,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-263,"Nave, Jean-Christophe"
6676,MATH263,S2016,A-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-263,"Lu, Xinyang"
6677,MATH263,F2016,B,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-263,"Hurtubise, Jacques Claude; Lu, Xinyang"
6678,MATH263,W2017,B+,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-263,"Lu, Xinyang"
6679,MATH263,S2017,A-,MATH,https://www.mcgill.ca/study/2016-2017/courses/math-263,"Lu, Xinyang"
6680,MATH263,F2017,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-263,"Hurtubise, Jacques Claude; Lin, Jessica"
6681,MATH263,W2018,B+,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-263,"Meng, xianchang; Jain, Rohit"
6682,MATH263,S2018,B,MATH,https://www.mcgill.ca/study/2017-2018/courses/math-263,"McGregor, Geoffrey"
6683,MATH263,F2018,B,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-263,"Lin, Jessica"
6684,MATH263,W2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-263,"Trudeau, Sidney; McGregor, Geoffrey"
6685,MATH263,S2019,B-,MATH,https://www.mcgill.ca/study/2018-2019/courses/math-263,"Trudeau, Sidney"
6686,MATH263,F2019,B,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-263,"Church, Kevin; Hurtubise, Jacques Claude; Eswarathasan, Suresh"
6687,MATH263,S2020,A-,MATH,https://www.mcgill.ca/study/2019-2020/courses/math-263,"Bibby, Sean"
6688,MATH263,F2020,A,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-263,"Humphries, Tony; Jakobson, Dmitry"
6689,MATH263,W2021,A-,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-263,"Bélanger-Rioux, Rosalie; Vig, Amir"
6690,MATH263,S2021,B+,MATH,https://www.mcgill.ca/study/2020-2021/courses/math-263,"Bibby, Sean"
6691,MATH263,F2021,A,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-263,"Jakobson, Dmitry; Shirazi, Mohammad"
6692,MATH263,W2022,B-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-263,"Trudeau, Sidney; Shirazi, Mohammad"
6693,MATH263,S2022,A-,MATH,https://www.mcgill.ca/study/2021-2022/courses/math-263,"Shirazi, Mohammad"
6694,MATH263,F2022,A-,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-263,"Lessard, Jean-Philippe; GONZALEZ, IVAN"
6695,MATH263,W2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-263,"Humphries, Tony; Lee, Kiwon"
6696,MATH263,S2023,B,MATH,https://www.mcgill.ca/study/2022-2023/courses/math-263,"Alsibaai, Shaza"
6697,MATH263,F2023,A-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-263,"Lessard, Jean-Philippe; Bélanger-Rioux, Rosalie"
6698,MATH263,W2024,B,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-263,"Humphries, Tony; Tageddine, Damien"
6699,MATH263,S2024,B-,MATH,https://www.mcgill.ca/study/2023-2024/courses/math-263,"Lee, Kiwon"
6700,MATH264,W2014,B-,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-264,"Choksi, Rustum"
6701,MATH264,S2014,B,MATH,https://www.mcgill.ca/study/2013-2014/courses/math-264,"Tcheng, Alexandra"
6702,MATH264,W2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-264,"Toth, John A; Calleja Castillo, Renato"
6703,MATH264,S2015,B,MATH,https://www.mcgill.ca/study/2014-2015/courses/math-264,"Trudeau, Sidney"
6704,MATH264,F2015,B-,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-264,"Trudeau, Sidney; Moran, Spencer"
6705,MATH264,W2016,B,MATH,https://www.mcgill.ca/study/2015-2016/courses/math-264,"Choksi, Rustum"
