,Course,TermName,ClassAveLetter,ClassAveNum,SubjectCode,URL,Instructor,Instructor_1,Instructor_2,Instructor_3
1024,BIOL111,F2012,B+,3.3,BIOL,https://www.mcgill.ca/study/2012-2013/courses/biol-111,"Hendry, Andrew; Dhindsa, Rajinder S; Krahe, Rudiger","Hendry, Andrew","Dhindsa, Rajinder S","Krahe, Rudiger"
1025,BIOL111,F2013,B+,3.3,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-111,"Krahe, Rudiger; Dhindsa, Rajinder S; Hendry, Andrew","Krahe, Rudiger","Dhindsa, Rajinder S","Hendry, Andrew"
1026,BIOL111,F2014,A-,3.7,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-111,"Krahe, Rudiger; Dhindsa, Rajinder S; Hendry, Andrew","Krahe, Rudiger","Dhindsa, Rajinder S","Hendry, Andrew"
1027,BIOL111,F2015,B+,3.3,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-111,"Krahe, Rudiger; Dhindsa, Rajinder S; Gregory-Eaves, Irene","Krahe, Rudiger","Dhindsa, Rajinder S","Gregory-Eaves, Irene"
1028,BIOL111,F2016,B+,3.3,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-111,"Krahe, Rudiger; Dhindsa, Rajinder S; Hendry, Andrew","Krahe, Rudiger","Dhindsa, Rajinder S","Hendry, Andrew"
1029,BIOL111,F2017,B+,3.3,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-111,"Hendry, Andrew; Bell, Graham; Dhindsa, Rajinder S; Gregory-Eaves, Irene","Hendry, Andrew","Bell, Graham","Dhindsa, Rajinder S"
1030,BIOL111,F2018,A-,3.7,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-111,"Hendry, Andrew; Cristescu, Elena; Hargreaves, Anna","Hendry, Andrew","Cristescu, Elena","Hargreaves, Anna"
1031,BIOL111,F2019,A-,3.7,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-111,"Hendry, Andrew; Bell, Graham; Cristescu, Elena; Hargreaves, Anna","Hendry, Andrew","Bell, Graham","Cristescu, Elena"
1032,BIOL111,F2020,A,4.0,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-111,"Hendry, Andrew; Bell, Graham; Cristescu, Elena; Hargreaves, Anna","Hendry, Andrew","Bell, Graham","Cristescu, Elena"
1033,BIOL111,F2021,A-,3.7,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-111,"Hendry, Andrew; Bell, Graham; Cristescu, Elena; Hargreaves, Anna","Hendry, Andrew","Bell, Graham","Cristescu, Elena"
1034,BIOL111,F2022,A-,3.7,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-111,"Hargreaves, Anna; Bell, Graham; Green, David M; Cristescu, Elena","Hargreaves, Anna","Bell, Graham","Green, David M"
1035,BIOL111,F2023,B+,3.3,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-111,"Hendry, Andrew; Shapiro, Benjamin Jesse; Cristescu, Elena; Soper, Fiona","Hendry, Andrew","Shapiro, Benjamin Jesse","Cristescu, Elena"
1036,BIOL112,W2013,B,3.0,BIOL,https://www.mcgill.ca/study/2012-2013/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1037,BIOL112,W2014,B,3.0,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1038,BIOL112,W2015,B,3.0,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-112,"Dent, Joseph Alan; L'Heureux, Anne-Marie; Schöck, Frieder","Dent, Joseph Alan","L'Heureux, Anne-Marie","Schöck, Frieder"
1039,BIOL112,W2016,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1040,BIOL112,W2017,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-112,"Schöck, Frieder; Harrison, Paul; Zheng, Huanquan","Schöck, Frieder","Harrison, Paul","Zheng, Huanquan"
1041,BIOL112,W2018,B+,3.3,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1042,BIOL112,W2019,B+,3.3,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1043,BIOL112,W2021,A-,3.7,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1044,BIOL112,W2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1045,BIOL112,W2023,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1046,BIOL112,W2024,B+,3.3,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-112,"Dent, Joseph Alan; Schöck, Frieder","Dent, Joseph Alan","Schöck, Frieder",
1047,BIOL115,F2013,B+,3.3,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-115,"Western, Tamara; Woolley, Sarah","Western, Tamara","Woolley, Sarah",
1048,BIOL115,F2014,A-,3.7,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-115,"Vogel, Jacalyn; Woolley, Sarah","Vogel, Jacalyn","Woolley, Sarah",
1049,BIOL115,F2015,B+,3.3,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-115,"Woolley, Sarah; Brown, Gregory G; Schöck, Frieder","Woolley, Sarah","Brown, Gregory G","Schöck, Frieder"
1050,BIOL115,F2016,A-,3.7,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1051,BIOL115,F2017,A-,3.7,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1052,BIOL115,F2018,B+,3.3,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-115,"Vogel, Jacalyn; Hendry, Andrew; Abouheif, Ehab; Oyama, Tomoko","Vogel, Jacalyn","Hendry, Andrew","Abouheif, Ehab"
1053,BIOL115,F2019,A-,3.7,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1054,BIOL115,F2020,A,4.0,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1055,BIOL115,F2021,A-,3.7,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1056,BIOL115,F2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1057,BIOL115,F2023,A-,3.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-115,"Woolley, Sarah; Vogel, Jacalyn","Woolley, Sarah","Vogel, Jacalyn",
1058,BIOL200,F2013,B-,2.7,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-200,"Bureau, Thomas E; Roy, Richard D W; Fagotto, Francesco; Zetka, Monique","Bureau, Thomas E","Roy, Richard D W","Fagotto, Francesco"
1059,BIOL200,F2014,B-,2.7,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-200,"Bureau, Thomas E; Roy, Richard D W; Fagotto, Francesco; Zetka, Monique","Bureau, Thomas E","Roy, Richard D W","Fagotto, Francesco"
1060,BIOL200,F2015,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-200,"Bureau, Thomas E; Roy, Richard D W; Zetka, Monique; Hastings, Kenneth E M","Bureau, Thomas E","Roy, Richard D W","Zetka, Monique"
1061,BIOL200,F2016,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-200,"Zetka, Monique; Hastings, Kenneth E M; Roy, Richard D W; Lasko, Paul; Reyes Lamothe, Rodrigo","Zetka, Monique","Hastings, Kenneth E M","Roy, Richard D W"
1062,BIOL200,F2017,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-200,"Hastings, Kenneth E M; Lasko, Paul; Oyama, Tomoko; Roy, Richard D W; Bureau, Thomas E","Hastings, Kenneth E M","Lasko, Paul","Oyama, Tomoko"
1063,BIOL200,F2018,B,3.0,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-200,"Zetka, Monique; Hastings, Kenneth E M; Reyes Lamothe, Rodrigo; Lasko, Paul; Hendricks, Shelton","Zetka, Monique","Hastings, Kenneth E M","Reyes Lamothe, Rodrigo"
1064,BIOL200,F2019,B,3.0,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-200,"Roy, Richard D W; Bureau, Thomas E; Hastings, Kenneth E M","Roy, Richard D W","Bureau, Thomas E","Hastings, Kenneth E M"
1065,BIOL200,F2020,A-,3.7,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-200,"Roy, Richard D W; Bureau, Thomas E; Hastings, Kenneth E M; Champetier, Serge","Roy, Richard D W","Bureau, Thomas E","Hastings, Kenneth E M"
1066,BIOL200,F2021,A-,3.7,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-200,"Roy, Richard D W; Bureau, Thomas E; Hastings, Kenneth E M; Champetier, Serge","Roy, Richard D W","Bureau, Thomas E","Hastings, Kenneth E M"
1067,BIOL200,F2022,B-,2.7,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-200,"Champetier, Serge; Roy, Richard D W; Hastings, Kenneth E M; Lasko, Paul; Reyes Lamothe, Rodrigo","Champetier, Serge","Roy, Richard D W","Hastings, Kenneth E M"
1068,BIOL200,F2023,B-,2.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-200,"Champetier, Serge; Roy, Richard D W; Hastings, Kenneth E M; Lasko, Paul","Champetier, Serge","Roy, Richard D W","Hastings, Kenneth E M"
1069,BIOL201,W2014,B,3.0,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-201,"Brouhard, Gary; Brown, Gregory G","Brouhard, Gary","Brown, Gregory G",
1070,BIOL201,W2015,B,3.0,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-201,"Brouhard, Gary; Brown, Gregory G; Zetka, Monique","Brouhard, Gary","Brown, Gregory G","Zetka, Monique"
1071,BIOL201,W2016,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-201,"Brown, Gregory G; Roy, Richard D W; Dent, Joseph Alan","Brown, Gregory G","Roy, Richard D W","Dent, Joseph Alan"
1072,BIOL201,W2017,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-201,"Brouhard, Gary","Brouhard, Gary",,
1073,BIOL201,W2018,B+,3.3,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-201,"Brouhard, Gary","Brouhard, Gary",,
1074,BIOL201,W2019,B+,3.3,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-201,"Brouhard, Gary","Brouhard, Gary",,
1075,BIOL201,W2021,B+,3.3,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-201,"Brouhard, Gary; Champetier, Serge","Brouhard, Gary","Champetier, Serge",
1076,BIOL201,W2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-201,"Brouhard, Gary; Champetier, Serge","Brouhard, Gary","Champetier, Serge",
1077,BIOL201,W2023,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-201,"Brouhard, Gary; Champetier, Serge","Brouhard, Gary","Champetier, Serge",
1078,BIOL201,W2024,B+,3.3,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-201,"Western, Tamara; Dent, Joseph Alan; Hekimi, Siegfried; Zheng, Huanquan; Champetier, Serge","Western, Tamara","Dent, Joseph Alan","Hekimi, Siegfried"
1079,BIOL202,W2014,B,3.0,BIOL,https://www.mcgill.ca/study/2013-2014/courses/biol-202,"Schoen, Daniel J; Chevrette, Mario; Hipfner, David","Schoen, Daniel J","Chevrette, Mario","Hipfner, David"
1080,BIOL202,W2015,B,3.0,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-202,"Schoen, Daniel J; Moon, Nam Sung; Hendricks, Shelton","Schoen, Daniel J","Moon, Nam Sung","Hendricks, Shelton"
1081,BIOL202,S2015,B-,2.7,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-202,"Dankort, David; Hipfner, David","Dankort, David","Hipfner, David",
1082,BIOL202,W2016,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-202,"Schoen, Daniel J; Moon, Nam Sung; Nilson, Laura","Schoen, Daniel J","Moon, Nam Sung","Nilson, Laura"
1083,BIOL202,S2016,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-202,"Dankort, David; Hipfner, David","Dankort, David","Hipfner, David",
1084,BIOL202,W2017,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-202,"Moon, Nam Sung; Nilson, Laura; Schoen, Daniel J","Moon, Nam Sung","Nilson, Laura","Schoen, Daniel J"
1085,BIOL202,S2017,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-202,"Dankort, David; Hipfner, David","Dankort, David","Hipfner, David",
1086,BIOL202,W2018,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-202,"Moon, Nam Sung; Nilson, Laura; Schoen, Daniel J","Moon, Nam Sung","Nilson, Laura","Schoen, Daniel J"
1087,BIOL202,S2018,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-202,"Moon, Nam Sung; Lasko, Paul; Hendry, Andrew; Hipfner, David","Moon, Nam Sung","Lasko, Paul","Hendry, Andrew"
1088,BIOL202,W2019,B,3.0,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-202,"Moon, Nam Sung; Nilson, Laura; Western, Tamara","Moon, Nam Sung","Nilson, Laura","Western, Tamara"
1089,BIOL202,S2019,C+,2.3,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-202,"Dankort, David; Hipfner, David","Dankort, David","Hipfner, David",
1090,BIOL202,S2020,B-,2.7,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-202,"Dankort, David; Hipfner, David","Dankort, David","Hipfner, David",
1091,BIOL202,W2021,B+,3.3,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-202,"Western, Tamara; Nilson, Laura; Schoen, Daniel J; Hipfner, David; Dankort, David; Champetier, Serge","Western, Tamara","Nilson, Laura","Schoen, Daniel J"
1092,BIOL202,W2022,B-,2.7,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-202,"Champetier, Serge; Moon, Nam Sung; Nilson, Laura; Schoen, Daniel J; Lasko, Paul; Hipfner, David","Champetier, Serge","Moon, Nam Sung","Nilson, Laura"
1093,BIOL202,W2023,B,3.0,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-202,"Moon, Nam Sung; Nilson, Laura; Schoen, Daniel J; Hipfner, David; Champetier, Serge","Moon, Nam Sung","Nilson, Laura","Schoen, Daniel J"
1094,BIOL202,W2024,B,3.0,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-202,"Moon, Nam Sung; Nilson, Laura; Schoen, Daniel J; Hipfner, David; Champetier, Serge","Moon, Nam Sung","Nilson, Laura","Schoen, Daniel J"
1095,BIOL205,W2015,B+,3.3,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-205,"Dhindsa, Rajinder S; Krahe, Rudiger; Sakata, Jon","Dhindsa, Rajinder S","Krahe, Rudiger","Sakata, Jon"
1096,BIOL205,W2016,B+,3.3,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-205,"Dhindsa, Rajinder S; Krahe, Rudiger; Sakata, Jon","Dhindsa, Rajinder S","Krahe, Rudiger","Sakata, Jon"
1097,BIOL205,W2017,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-205,"Dhindsa, Rajinder S","Dhindsa, Rajinder S",,
1098,BIOL205,W2018,B+,3.3,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-205,"Sakata, Jon; Barrett, Rowan; Hargreaves, Anna","Sakata, Jon","Barrett, Rowan","Hargreaves, Anna"
1099,BIOL205,W2019,B+,3.3,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-205,"Hargreaves, Anna; Lefebvre, Louis; Hendry, Andrew; Barrett, Rowan; Guigueno, Mélanie; Wilkins, Olivia","Hargreaves, Anna","Lefebvre, Louis","Hendry, Andrew"
1100,BIOL205,W2021,A,4.0,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-205,"Sakata, Jon; Barrett, Rowan; Soper, Fiona","Sakata, Jon","Barrett, Rowan","Soper, Fiona"
1101,BIOL205,W2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-205,"Sakata, Jon; Barrett, Rowan; Soper, Fiona","Sakata, Jon","Barrett, Rowan","Soper, Fiona"
1102,BIOL205,W2023,A-,3.7,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-205,"Sakata, Jon; Barrett, Rowan; Soper, Fiona","Sakata, Jon","Barrett, Rowan","Soper, Fiona"
1103,BIOL205,W2024,A-,3.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-205,"Sakata, Jon; Barrett, Rowan; Soper, Fiona","Sakata, Jon","Barrett, Rowan","Soper, Fiona"
1104,BIOL206,F2014,A-,3.7,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-206,"Lechowicz, Martin J; Miller-Nesbitt, Andrea; Lefebvre, Louis","Lechowicz, Martin J","Miller-Nesbitt, Andrea","Lefebvre, Louis"
1105,BIOL206,F2015,A-,3.7,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-206,"Lechowicz, Martin J; Miller-Nesbitt, Andrea; Lefebvre, Louis","Lechowicz, Martin J","Miller-Nesbitt, Andrea","Lefebvre, Louis"
1106,BIOL206,F2016,B+,3.3,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-206,"Cristescu, Elena; Miller-Nesbitt, Andrea; Lefebvre, Louis","Cristescu, Elena","Miller-Nesbitt, Andrea","Lefebvre, Louis"
1107,BIOL206,F2017,A,4.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-206,"Lefebvre, Louis; Bell, Graham; Schoen, Daniel J; Cristescu, Elena; Trolliet-Martial, Sophie","Lefebvre, Louis","Bell, Graham","Schoen, Daniel J"
1108,BIOL206,F2018,A,4.0,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-206,"Cristescu, Elena; Miller-Nesbitt, Andrea; Larsson, Hans Carl; Bell, Graham; Lefebvre, Louis","Cristescu, Elena","Miller-Nesbitt, Andrea","Larsson, Hans Carl"
1109,BIOL206,F2019,A-,3.7,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-206,"Cristescu, Elena; Miller-Nesbitt, Andrea; Larsson, Hans Carl; Lefebvre, Louis; Gonzalez, Andrew","Cristescu, Elena","Miller-Nesbitt, Andrea","Larsson, Hans Carl"
1110,BIOL206,F2020,A-,3.7,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-206,"Pollock, Laura; Larsson, Hans Carl; Leung, Brian","Pollock, Laura","Larsson, Hans Carl","Leung, Brian"
1111,BIOL206,F2021,A,4.0,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-206,"Pollock, Laura; Larsson, Hans Carl; Millien, Virginie","Pollock, Laura","Larsson, Hans Carl","Millien, Virginie"
1112,BIOL206,F2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-206,"Pollock, Laura; Larsson, Hans Carl; Leung, Brian; Turney, Shaun","Pollock, Laura","Larsson, Hans Carl","Leung, Brian"
1113,BIOL206,F2023,A,4.0,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-206,"Pollock, Laura; Larsson, Hans Carl; Leung, Brian","Pollock, Laura","Larsson, Hans Carl","Leung, Brian"
1114,BIOL210,F2016,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-210,"Lefebvre, Louis","Lefebvre, Louis",,
1115,BIOL210,F2017,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-210,"Lefebvre, Louis","Lefebvre, Louis",,
1116,BIOL210,F2018,B,3.0,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-210,"Lefebvre, Louis","Lefebvre, Louis",,
1117,BIOL210,F2019,A-,3.7,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-210,"Lefebvre, Louis","Lefebvre, Louis",,
1118,BIOL210,F2020,A,4.0,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-210,"Watt, Alanna; Hendricks, Michael","Watt, Alanna","Hendricks, Michael",
1119,BIOL210,F2021,A,4.0,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-210,"Watt, Alanna; Hendricks, Michael","Watt, Alanna","Hendricks, Michael",
1120,BIOL210,F2022,A-,3.7,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-210,"Hendricks, Michael; Watt, Alanna","Hendricks, Michael","Watt, Alanna",
1121,BIOL210,F2023,A,4.0,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-210,"Watt, Alanna; Hendricks, Michael","Watt, Alanna","Hendricks, Michael",
1122,BIOL215,F2014,B,3.0,BIOL,https://www.mcgill.ca/study/2014-2015/courses/biol-215,"Price, Neil; De Martino, Gemma","Price, Neil","De Martino, Gemma",
1123,BIOL215,F2015,B-,2.7,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-215,"Price, Neil; Potvin, Catherine; De Martino, Gemma","Price, Neil","Potvin, Catherine","De Martino, Gemma"
1124,BIOL215,F2016,B+,3.3,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-215,"Potvin, Catherine; Abouheif, Ehab","Potvin, Catherine","Abouheif, Ehab",
1125,BIOL215,F2017,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-215,"Price, Neil; Larsson, Hans Carl; Bell, Graham; Potvin, Catherine","Price, Neil","Larsson, Hans Carl","Bell, Graham"
1126,BIOL215,F2018,B,3.0,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-215,"Price, Neil; Fussmann, Gregor; Abouheif, Ehab","Price, Neil","Fussmann, Gregor","Abouheif, Ehab"
1127,BIOL215,F2019,B+,3.3,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-215,"Price, Neil; Abouheif, Ehab; Sunday, Jennifer","Price, Neil","Abouheif, Ehab","Sunday, Jennifer"
1128,BIOL215,F2020,B+,3.3,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-215,"Price, Neil; Abouheif, Ehab; Sunday, Jennifer","Price, Neil","Abouheif, Ehab","Sunday, Jennifer"
1129,BIOL215,F2021,B+,3.3,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-215,"Price, Neil; Abouheif, Ehab; Sunday, Jennifer","Price, Neil","Abouheif, Ehab","Sunday, Jennifer"
1130,BIOL215,F2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-215,"Price, Neil; Abouheif, Ehab; Sunday, Jennifer","Price, Neil","Abouheif, Ehab","Sunday, Jennifer"
1131,BIOL215,F2023,A-,3.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-215,"Abouheif, Ehab; Sunday, Jennifer","Abouheif, Ehab","Sunday, Jennifer",
1132,BIOL216,W2022,A-,3.7,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-216,"Hendricks, Michael; Reader, Simon; Woolley, Sarah","Hendricks, Michael","Reader, Simon","Woolley, Sarah"
1133,BIOL216,W2023,A-,3.7,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-216,"Hendricks, Michael; Woolley, Sarah; Guigueno, Mélanie","Hendricks, Michael","Woolley, Sarah","Guigueno, Mélanie"
1134,BIOL216,W2024,A-,3.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-216,"Hendricks, Michael; Woolley, Sarah; Guigueno, Mélanie","Hendricks, Michael","Woolley, Sarah","Guigueno, Mélanie"
1135,BIOL219,F2017,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-219,"Vogel, Jacalyn; Bub, Gil; Blanchette, Mathieu; Mittermaier, Anthony; Francois, Paul; Weber, Stephanie","Vogel, Jacalyn","Bub, Gil","Blanchette, Mathieu"
1136,BIOL219,F2018,B-,2.7,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-219,"Weber, Stephanie; Bub, Gil; Vogel, Jacalyn; Hendricks, Adam","Weber, Stephanie","Bub, Gil","Vogel, Jacalyn"
1137,BIOL219,F2019,B+,3.3,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-219,"Hendricks, Adam; Vogel, Jacalyn; Brouhard, Gary; Watt, Alanna","Hendricks, Adam","Vogel, Jacalyn","Brouhard, Gary"
1138,BIOL219,F2020,A-,3.7,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-219,"Weber, Stephanie; Vogel, Jacalyn; Hendricks, Adam","Weber, Stephanie","Vogel, Jacalyn","Hendricks, Adam"
1139,BIOL219,F2021,B+,3.3,BIOL,https://www.mcgill.ca/study/2021-2022/courses/biol-219,"Weber, Stephanie; Vogel, Jacalyn; Hendricks, Adam","Weber, Stephanie","Vogel, Jacalyn","Hendricks, Adam"
1140,BIOL219,F2022,B+,3.3,BIOL,https://www.mcgill.ca/study/2022-2023/courses/biol-219,"Hendricks, Adam; Watt, Alanna; Reyes Lamothe, Rodrigo; Weber, Stephanie","Hendricks, Adam","Watt, Alanna","Reyes Lamothe, Rodrigo"
1141,BIOL219,F2023,A-,3.7,BIOL,https://www.mcgill.ca/study/2023-2024/courses/biol-219,"Hendricks, Adam; Watt, Alanna; Reyes Lamothe, Rodrigo","Hendricks, Adam","Watt, Alanna","Reyes Lamothe, Rodrigo"
1142,BIOL300,F2015,B,3.0,BIOL,https://www.mcgill.ca/study/2015-2016/courses/biol-300,"Schöck, Frieder; Moon, Nam Sung","Schöck, Frieder","Moon, Nam Sung",
1143,BIOL300,F2016,B,3.0,BIOL,https://www.mcgill.ca/study/2016-2017/courses/biol-300,"Schöck, Frieder; Moon, Nam Sung","Schöck, Frieder","Moon, Nam Sung",
1144,BIOL300,F2017,B,3.0,BIOL,https://www.mcgill.ca/study/2017-2018/courses/biol-300,"Schöck, Frieder; Moon, Nam Sung","Schöck, Frieder","Moon, Nam Sung",
1145,BIOL300,F2018,B-,2.7,BIOL,https://www.mcgill.ca/study/2018-2019/courses/biol-300,"Schöck, Frieder; Moon, Nam Sung","Schöck, Frieder","Moon, Nam Sung",
1146,BIOL300,F2019,B,3.0,BIOL,https://www.mcgill.ca/study/2019-2020/courses/biol-300,"Schöck, Frieder; Moon, Nam Sung","Schöck, Frieder","Moon, Nam Sung",
1147,BIOL300,F2020,B+,3.3,BIOL,https://www.mcgill.ca/study/2020-2021/courses/biol-300,"Schöck, Frieder; Nilson, Laura; Lasko, Paul","Schöck, Frieder","Nilson, Laura","Lasko, Paul"
