,Course,TermName,ClassAveLetter,ClassAveNum,SubjectCode,URL,Instructor,Instructor_1,Instructor_2,Instructor_3
2369,COMP206,F2018,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-206,"Meger, David","Meger, David",,
2370,COMP206,W2019,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-206,"Vybihal, Joseph P; Zammar, Chad","Vybihal, Joseph P","Zammar, Chad",
2371,COMP206,F2019,B,3.0,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-206,"Vybihal, Joseph P","Vybihal, Joseph P",,
2372,COMP206,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-206,"D'silva, Joseph","D'silva, Joseph",,
2373,COMP206,W2021,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-206,"D'silva, Joseph; Vybihal, Joseph P","D'silva, Joseph","Vybihal, Joseph P",
2374,COMP206,F2021,B,3.0,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-206,"D'silva, Joseph; Vybihal, Joseph P","D'silva, Joseph","Vybihal, Joseph P",
2375,COMP206,W2022,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-206,"D'silva, Joseph; Vybihal, Joseph P","D'silva, Joseph","Vybihal, Joseph P",
2376,COMP206,F2022,B,3.0,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-206,"D'silva, Joseph","D'silva, Joseph",,
2377,COMP206,W2023,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-206,"Errington, Jacob; Vybihal, Joseph P","Errington, Jacob","Vybihal, Joseph P",
2378,COMP206,F2023,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-206,"Vybihal, Joseph P; Bérubé-Vallières, Mathieu","Vybihal, Joseph P","Bérubé-Vallières, Mathieu",
2379,COMP206,W2024,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-206,"Vybihal, Joseph P; Errington, Jacob","Vybihal, Joseph P","Errington, Jacob",
2380,COMP208,F2013,B,3.0,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-208,"Friedman, Nathan; He, Wenbo","Friedman, Nathan","He, Wenbo",
2381,COMP208,W2014,B,3.0,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2382,COMP208,F2014,B+,3.3,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-208,"Friedman, Nathan; Rabbani, Amir Hossein","Friedman, Nathan","Rabbani, Amir Hossein",
2383,COMP208,W2015,B+,3.3,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-208,"He, Wenbo; Friedman, Nathan","He, Wenbo","Friedman, Nathan",
2384,COMP208,F2015,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-208,"Rezanejad, Morteza; Friedman, Nathan","Rezanejad, Morteza","Friedman, Nathan",
2385,COMP208,W2016,B+,3.3,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2386,COMP208,F2016,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2387,COMP208,W2017,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2388,COMP208,F2017,B+,3.3,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2389,COMP208,W2018,B+,3.3,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2390,COMP208,F2018,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-208,"Friedman, Nathan","Friedman, Nathan",,
2391,COMP208,W2019,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-208,"Friedman, Nathan; Vybihal, Joseph P","Friedman, Nathan","Vybihal, Joseph P",
2392,COMP208,F2019,A-,3.7,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-208,"Campbell, Jonathan; Parekh, Deven","Campbell, Jonathan","Parekh, Deven",
2393,COMP208,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-208,"Vybihal, Joseph P; Becerra, David","Vybihal, Joseph P","Becerra, David",
2394,COMP208,W2021,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-208,"Zammar, Chad","Zammar, Chad",,
2395,COMP208,F2021,A-,3.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-208,"Parekh, Deven","Parekh, Deven",,
2396,COMP208,W2022,A-,3.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-208,"Parekh, Deven","Parekh, Deven",,
2397,COMP208,F2022,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-208,"M'hiri, Faten","M'hiri, Faten",,
2398,COMP208,W2023,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-208,"Parekh, Deven","Parekh, Deven",,
2399,COMP208,F2023,B,3.0,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-208,"Langer, Michael; Campbell, Jonathan","Langer, Michael","Campbell, Jonathan",
2400,COMP208,W2024,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-208,"Parekh, Deven","Parekh, Deven",,
2401,COMP230,F2015,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2402,COMP230,F2016,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-230,"Magal, Oran","Magal, Oran",,
2403,COMP230,F2017,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2404,COMP230,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2405,COMP230,F2019,B,3.0,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2406,COMP230,F2020,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2407,COMP230,F2021,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2408,COMP230,F2022,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-230,"Schlimm, Dirk","Schlimm, Dirk",,
2409,COMP250,W2013,B,3.0,COMP,https://www.mcgill.ca/study/2012-2013/courses/comp-250,"Blanchette, Mathieu","Blanchette, Mathieu",,
2410,COMP250,F2013,B+,3.3,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-250,"Blanchette, Mathieu","Blanchette, Mathieu",,
2411,COMP250,W2014,B+,3.3,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-250,"Precup, Doina; Blanchette, Mathieu","Precup, Doina","Blanchette, Mathieu",
2412,COMP250,F2014,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-250,"Blanchette, Mathieu; Waldispuhl, Jérôme; Hatami, Hamed","Blanchette, Mathieu","Waldispuhl, Jérôme","Hatami, Hamed"
2413,COMP250,W2015,B-,2.7,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-250,"Robillard, Martin; Smaoui, Mohamed","Robillard, Martin","Smaoui, Mohamed",
2414,COMP250,F2015,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-250,"Blanchette, Mathieu; Waldispuhl, Jérôme","Blanchette, Mathieu","Waldispuhl, Jérôme",
2415,COMP250,W2016,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-250,"Crepeau, Claude","Crepeau, Claude",,
2416,COMP250,F2016,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-250,"Langer, Michael","Langer, Michael",,
2417,COMP250,W2017,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-250,"Blanchette, Mathieu","Blanchette, Mathieu",,
2418,COMP250,F2017,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-250,"Langer, Michael","Langer, Michael",,
2419,COMP250,W2018,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-250,"Gonzalez Oliver, Carlos; Waldispuhl, Jérôme","Gonzalez Oliver, Carlos","Waldispuhl, Jérôme",
2420,COMP250,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-250,"Langer, Michael; Alberini, Giulia","Langer, Michael","Alberini, Giulia",
2421,COMP250,W2019,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-250,"Robillard, Martin; Alberini, Giulia","Robillard, Martin","Alberini, Giulia",
2422,COMP250,F2019,B,3.0,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-250,"Langer, Michael; Alberini, Giulia","Langer, Michael","Alberini, Giulia",
2423,COMP250,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2424,COMP250,W2021,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2425,COMP250,F2021,B,3.0,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-250,"Langer, Michael","Langer, Michael",,
2426,COMP250,W2022,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-250,"Langer, Michael","Langer, Michael",,
2427,COMP250,F2022,B,3.0,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2428,COMP250,W2023,B,3.0,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2429,COMP250,F2023,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2430,COMP250,W2024,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-250,"Alberini, Giulia","Alberini, Giulia",,
2431,COMP251,W2014,B+,3.3,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-251,"Langer, Michael","Langer, Michael",,
2432,COMP251,F2014,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-251,"Crepeau, Claude","Crepeau, Claude",,
2433,COMP251,W2015,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-251,"Waldispuhl, Jérôme","Waldispuhl, Jérôme",,
2434,COMP251,W2016,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-251,"Vetta, Adrian Roshan","Vetta, Adrian Roshan",,
2435,COMP251,F2016,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-251,"Crepeau, Claude","Crepeau, Claude",,
2436,COMP251,W2017,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-251,"Waldispuhl, Jérôme","Waldispuhl, Jérôme",,
2437,COMP251,F2017,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-251,"Hatami, Hamed","Hatami, Hamed",,
2438,COMP251,W2018,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-251,"Vetta, Adrian Roshan","Vetta, Adrian Roshan",,
2439,COMP251,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-251,"Waldispuhl, Jérôme","Waldispuhl, Jérôme",,
2440,COMP251,W2019,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-251,"Devroye, Luc P; McLeish, Erin Leigh","Devroye, Luc P","McLeish, Erin Leigh",
2441,COMP251,F2019,B-,2.7,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-251,"Waldispuhl, Jérôme","Waldispuhl, Jérôme",,
2442,COMP251,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-251,"Waldispuhl, Jérôme; Becerra, David","Waldispuhl, Jérôme","Becerra, David",
2443,COMP251,W2021,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-251,"Becerra, David","Becerra, David",,
2444,COMP251,F2021,B-,2.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-251,"Waldispuhl, Jérôme; Sarrazin Gendron, Roman","Waldispuhl, Jérôme","Sarrazin Gendron, Roman",
2445,COMP251,W2022,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-251,"Becerra, David","Becerra, David",,
2446,COMP251,F2022,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-251,"Waldispuhl, Jérôme; Alberini, Giulia","Waldispuhl, Jérôme","Alberini, Giulia",
2447,COMP251,W2023,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-251,"Becerra, David","Becerra, David",,
2448,COMP251,F2023,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-251,"Alberini, Giulia; Waldispuhl, Jérôme","Alberini, Giulia","Waldispuhl, Jérôme",
2449,COMP251,W2024,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-251,"Becerra, David","Becerra, David",,
2450,COMP252,W2014,B,3.0,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2451,COMP252,W2015,B+,3.3,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2452,COMP252,W2016,B+,3.3,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2453,COMP252,W2017,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2454,COMP252,W2018,B+,3.3,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2455,COMP252,W2019,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-252,"Vetta, Adrian Roshan","Vetta, Adrian Roshan",,
2456,COMP252,W2021,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-252,"Crepeau, Claude","Crepeau, Claude",,
2457,COMP252,W2022,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2458,COMP252,W2023,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2459,COMP252,W2024,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-252,"Devroye, Luc P","Devroye, Luc P",,
2460,COMP273,F2013,B,3.0,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2461,COMP273,W2014,B,3.0,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-273,"Kry, Paul","Kry, Paul",,
2462,COMP273,F2014,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2463,COMP273,W2015,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2464,COMP273,W2016,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-273,"Langer, Michael","Langer, Michael",,
2465,COMP273,F2016,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-273,"Kry, Paul","Kry, Paul",,
2466,COMP273,W2017,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2467,COMP273,F2017,B+,3.3,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-273,"Siddiqi, Kaleem","Siddiqi, Kaleem",,
2468,COMP273,W2018,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2469,COMP273,F2018,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-273,"Kry, Paul","Kry, Paul",,
2470,COMP273,W2019,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-273,"Siddiqi, Kaleem","Siddiqi, Kaleem",,
2471,COMP273,F2019,B+,3.3,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2472,COMP273,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-273,"Siddiqi, Kaleem","Siddiqi, Kaleem",,
2473,COMP273,W2021,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-273,"Lin, Hsiu-Chin; Kry, Paul","Lin, Hsiu-Chin","Kry, Paul",
2474,COMP273,F2021,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-273,"Vybihal, Joseph P; Lin, Hsiu-Chin","Vybihal, Joseph P","Lin, Hsiu-Chin",
2475,COMP273,W2022,B,3.0,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-273,"Siddiqi, Kaleem","Siddiqi, Kaleem",,
2476,COMP273,F2022,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2477,COMP273,W2023,B+,3.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-273,"Kry, Paul; Elsaadawy, Mona","Kry, Paul","Elsaadawy, Mona",
2478,COMP273,F2023,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-273,"Elsaadawy, Mona","Elsaadawy, Mona",,
2479,COMP273,W2024,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-273,"Vybihal, Joseph P","Vybihal, Joseph P",,
2480,COMP302,W2014,B+,3.3,COMP,https://www.mcgill.ca/study/2013-2014/courses/comp-302,"Panangaden, Prakash","Panangaden, Prakash",,
2481,COMP302,F2014,B-,2.7,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-302,"Pientka, Brigitte","Pientka, Brigitte",,
2482,COMP302,W2015,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-302,"Friedman, Nathan","Friedman, Nathan",,
2483,COMP302,F2015,B-,2.7,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-302,"Pientka, Brigitte","Pientka, Brigitte",,
2484,COMP302,W2016,A-,3.7,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-302,"Panangaden, Prakash","Panangaden, Prakash",,
2485,COMP302,F2016,B-,2.7,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-302,"Verbrugge, Clark","Verbrugge, Clark",,
2486,COMP302,W2017,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-302,"Panangaden, Prakash","Panangaden, Prakash",,
2487,COMP302,F2017,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-302,"Ferreira Ruiz, Francisco; Pientka, Brigitte","Ferreira Ruiz, Francisco","Pientka, Brigitte",
2488,COMP302,W2018,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-302,"Verbrugge, Clark","Verbrugge, Clark",,
2489,COMP302,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-302,"Pientka, Brigitte","Pientka, Brigitte",,
2490,COMP302,W2019,B+,3.3,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-302,"Panangaden, Prakash","Panangaden, Prakash",,
2491,COMP302,F2019,B,3.0,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-302,"Pientka, Brigitte; Errington, Jacob","Pientka, Brigitte","Errington, Jacob",
2492,COMP302,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-302,"Pientka, Brigitte","Pientka, Brigitte",,
2493,COMP302,W2021,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-302,"Miloslavov, Ivan; Si, Xujie","Miloslavov, Ivan","Si, Xujie",
2494,COMP302,F2021,B+,3.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-302,"Kavanagh, Ryan; Pientka, Brigitte","Kavanagh, Ryan","Pientka, Brigitte",
2495,COMP302,W2022,B,3.0,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-302,"Si, Xujie","Si, Xujie",,
2496,COMP302,F2022,B,3.0,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-302,"Errington, Jacob","Errington, Jacob",,
2497,COMP302,W2023,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-302,"Errington, Jacob","Errington, Jacob",,
2498,COMP302,F2023,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-302,"Errington, Jacob; Kopinsky, Max","Errington, Jacob","Kopinsky, Max",
2499,COMP302,W2024,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-302,"Errington, Jacob","Errington, Jacob",,
2500,COMP303,F2014,C+,2.3,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2501,COMP303,F2015,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-303,"Vybihal, Joseph P","Vybihal, Joseph P",,
2502,COMP303,W2016,C+,2.3,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2503,COMP303,F2016,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-303,"Vybihal, Joseph P","Vybihal, Joseph P",,
2504,COMP303,W2017,B-,2.7,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2505,COMP303,F2017,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2506,COMP303,W2018,B-,2.7,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-303,"Vybihal, Joseph P","Vybihal, Joseph P",,
2507,COMP303,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-303,"Nassif, Mathieu; Vybihal, Joseph P","Nassif, Mathieu","Vybihal, Joseph P",
2508,COMP303,W2019,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-303,"Guo, Jin","Guo, Jin",,
2509,COMP303,F2019,C+,2.3,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2510,COMP303,F2020,B,3.0,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2511,COMP303,W2021,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-303,"Guo, Jin","Guo, Jin",,
2512,COMP303,F2021,C+,2.3,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2513,COMP303,W2022,A-,3.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-303,"Guo, Jin","Guo, Jin",,
2514,COMP303,F2022,C+,2.3,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2515,COMP303,W2023,B,3.0,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-303,"Guo, Jin","Guo, Jin",,
2516,COMP303,F2023,B-,2.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-303,"Robillard, Martin","Robillard, Martin",,
2517,COMP303,W2024,B,3.0,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-303,"Guo, Jin","Guo, Jin",,
2518,COMP307,F2014,B+,3.3,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2519,COMP307,F2017,B+,3.3,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2520,COMP307,F2018,A-,3.7,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-307,"Ahsan, Faizy; Vybihal, Joseph P","Ahsan, Faizy","Vybihal, Joseph P",
2521,COMP307,F2020,B+,3.3,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2522,COMP307,W2022,A-,3.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2523,COMP307,F2022,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2524,COMP307,F2023,A-,3.7,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-307,"Vybihal, Joseph P","Vybihal, Joseph P",,
2525,COMP308,W2017,B+,3.3,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-308,"Vybihal, Joseph P","Vybihal, Joseph P",,
2526,COMP308,W2021,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-308,"Vybihal, Joseph P","Vybihal, Joseph P",,
2527,COMP308,W2023,A-,3.7,COMP,https://www.mcgill.ca/study/2022-2023/courses/comp-308,"Vybihal, Joseph P","Vybihal, Joseph P",,
2528,COMP308,W2024,B+,3.3,COMP,https://www.mcgill.ca/study/2023-2024/courses/comp-308,"Vybihal, Joseph P","Vybihal, Joseph P",,
2529,COMP310,F2014,B,3.0,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2530,COMP310,W2015,B-,2.7,COMP,https://www.mcgill.ca/study/2014-2015/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2531,COMP310,F2015,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2532,COMP310,W2016,B,3.0,COMP,https://www.mcgill.ca/study/2015-2016/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2533,COMP310,F2016,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2534,COMP310,W2017,B,3.0,COMP,https://www.mcgill.ca/study/2016-2017/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2535,COMP310,F2017,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-310,"Harmouche, Rola","Harmouche, Rola",,
2536,COMP310,W2018,B,3.0,COMP,https://www.mcgill.ca/study/2017-2018/courses/comp-310,"Harmouche, Rola","Harmouche, Rola",,
2537,COMP310,F2018,B,3.0,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2538,COMP310,W2019,B-,2.7,COMP,https://www.mcgill.ca/study/2018-2019/courses/comp-310,"Vybihal, Joseph P","Vybihal, Joseph P",,
2539,COMP310,F2019,B,3.0,COMP,https://www.mcgill.ca/study/2019-2020/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2540,COMP310,F2020,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
2541,COMP310,W2021,A-,3.7,COMP,https://www.mcgill.ca/study/2020-2021/courses/comp-310,"Vybihal, Joseph P; Balmau, Oana","Vybihal, Joseph P","Balmau, Oana",
2542,COMP310,F2021,B-,2.7,COMP,https://www.mcgill.ca/study/2021-2022/courses/comp-310,"Maheswaran, Muthucumaru","Maheswaran, Muthucumaru",,
