Class,Course,TermName,ClassAveLetter,ClassAveNum,Credits,
ANTH204-202101,ANTH204,W2021,A-,3.7,3,0
ANTH204-202201,ANTH204,W2022,A-,3.7,3,0
ANTH206-201509,ANTH206,F2015,B,3.0,3,1
ANTH206-201609,ANTH206,F2016,B,3.0,3,1
ANTH206-201709,ANTH206,F2017,B,3.0,3,1
ANTH206-201809,ANTH206,F2018,B+,3.3,3,1
ANTH206-201909,ANTH206,F2019,A-,3.7,3,1
ANTH206-202009,ANTH206,F2020,A-,3.7,3,1
ANTH206-202109,ANTH206,F2021,A-,3.7,3,1
ANTH206-202209,ANTH206,F2022,A-,3.7,3,1
ANTH206-202401,ANTH206,W2024,A-,3.7,3,1
ANTH207-202205,ANTH207,S2022,A-,3.7,3,0
ANTH207-202309,ANTH207,F2023,A-,3.7,3,0
ANTH209-201501,ANTH209,W2015,B+,3.3,3,1
ANTH209-201601,ANTH209,W2016,B-,2.7,3,1
ANTH209-201701,ANTH209,W2017,B,3.0,3,1
ANTH209-201801,ANTH209,W2018,B,3.0,3,1
ANTH209-201901,ANTH209,W2019,A-,3.7,3,1
ANTH209-202101,ANTH209,W2021,B+,3.3,3,1
ANTH209-202201,ANTH209,W2022,A-,3.7,3,1
ANTH209-202205,ANTH209,S2022,A-,3.7,3,1
ANTH209-202301,ANTH209,W2023,B+,3.3,3,1
ANTH209-202401,ANTH209,W2024,B+,3.3,3,1
ANTH210-201301,ANTH210,W2013,B,3.0,3,0
ANTH210-201501,ANTH210,W2015,B,3.0,3,0
ANTH210-201601,ANTH210,W2016,B,3.0,3,0
ANTH210-201609,ANTH210,F2016,B+,3.3,3,0
ANTH210-201709,ANTH210,F2017,B+,3.3,3,0
ANTH210-201809,ANTH210,F2018,B+,3.3,3,0
ANTH210-201909,ANTH210,F2019,A-,3.7,3,0
ANTH210-202009,ANTH210,F2020,A-,3.7,3,0
ANTH210-202109,ANTH210,F2021,A-,3.7,3,0
ANTH210-202301,ANTH210,W2023,B+,3.3,3,0
ANTH210-202401,ANTH210,W2024,B+,3.3,3,0
ANTH212-201601,ANTH212,W2016,B+,3.3,3,1
ANTH212-201605,ANTH212,S2016,B,3.0,3,1
ANTH212-201801,ANTH212,W2018,B+,3.3,3,1
ANTH212-201805,ANTH212,S2018,A-,3.7,3,1
ANTH212-201901,ANTH212,W2019,A-,3.7,3,1
ANTH212-201905,ANTH212,S2019,A-,3.7,3,1
ANTH212-202005,ANTH212,S2020,A,4.0,3,1
ANTH212-202101,ANTH212,W2021,A,4.0,3,1
ANTH212-202105,ANTH212,S2021,B+,3.3,3,1
ANTH212-202201,ANTH212,W2022,A-,3.7,3,1
ANTH212-202301,ANTH212,W2023,A-,3.7,3,1
ANTH212-202309,ANTH212,F2023,B,3.0,3,1
ANTH213-202401,ANTH213,W2024,A-,3.7,3,0
ANTH214-202301,ANTH214,W2023,A-,3.7,3,1
ANTH222-201201,ANTH222,W2012,B+,3.3,3,0
ANTH222-201501,ANTH222,W2015,B,3.0,3,0
ANTH222-201601,ANTH222,W2016,B,3.0,3,0
ANTH222-201701,ANTH222,W2017,B,3.0,3,0
ANTH222-201801,ANTH222,W2018,B,3.0,3,0
ANTH222-201809,ANTH222,F2018,A-,3.7,3,0
ANTH222-202101,ANTH222,W2021,B+,3.3,3,0
ANTH222-202201,ANTH222,W2022,B+,3.3,3,0
ANTH222-202401,ANTH222,W2024,B+,3.3,3,0
ANTH227-201509,ANTH227,F2015,B,3.0,3,1
ANTH227-201609,ANTH227,F2016,A-,3.7,3,1
ANTH227-201709,ANTH227,F2017,B+,3.3,3,1
ANTH227-201805,ANTH227,S2018,A-,3.7,3,1
ANTH227-201809,ANTH227,F2018,A,4.0,3,1
ANTH227-201905,ANTH227,S2019,B+,3.3,3,1
ANTH227-201909,ANTH227,F2019,B+,3.3,3,1
ANTH227-202005,ANTH227,S2020,A-,3.7,3,1
ANTH227-202009,ANTH227,F2020,B+,3.3,3,1
ANTH227-202105,ANTH227,S2021,A-,3.7,3,1
ANTH227-202109,ANTH227,F2021,B+,3.3,3,1
ANTH227-202205,ANTH227,S2022,B+,3.3,3,1
ANTH227-202209,ANTH227,F2022,A-,3.7,3,1
ANTH227-202305,ANTH227,S2023,B+,3.3,3,1
ANTH227-202309,ANTH227,F2023,A-,3.7,3,1
ANTH301-201609,ANTH301,F2016,B+,3.3,3,0
ANTH302-201801,ANTH302,W2018,A-,3.7,3,1
ANTH302-201901,ANTH302,W2019,A,4.0,3,1
ANTH302-202101,ANTH302,W2021,A-,3.7,3,1
ANTH302-202201,ANTH302,W2022,B+,3.3,3,1
ANTH302-202209,ANTH302,F2022,A,4.0,3,1
ANTH303-202209,ANTH303,F2022,B+,3.3,3,0
ANTH304-202209,ANTH304,F2022,B+,3.3,3,1
ANTH304-202309,ANTH304,F2023,A-,3.7,3,1
ANTH307-202009,ANTH307,F2020,A,4.0,3,0
ANTH307-202201,ANTH307,W2022,A-,3.7,3,0
ANTH307-202309,ANTH307,F2023,A-,3.7,3,0
ANTH308-201701,ANTH308,W2017,B,3.0,3,1
ANTH308-201801,ANTH308,W2018,B,3.0,3,1
ANTH308-201909,ANTH308,F2019,B+,3.3,3,1
ANTH308-202101,ANTH308,W2021,A,4.0,3,1
ANTH308-202109,ANTH308,F2021,B,3.0,3,1
ANTH308-202301,ANTH308,W2023,B+,3.3,3,1
ANTH311-201309,ANTH311,F2013,B+,3.3,3,0
ANTH311-201609,ANTH311,F2016,B+,3.3,3,0
ANTH311-201801,ANTH311,W2018,B+,3.3,3,0
ANTH311-201809,ANTH311,F2018,B+,3.3,3,0
ANTH314-202109,ANTH314,F2021,A-,3.7,3,1
ANTH314-202301,ANTH314,W2023,A,4.0,3,1
ANTH318-202101,ANTH318,W2021,B+,3.3,3,0
ANTH318-202209,ANTH318,F2022,A-,3.7,3,0
ANTH318-202309,ANTH318,F2023,B+,3.3,3,0
ANTH319-201901,ANTH319,W2019,B+,3.3,3,1
ANTH319-202209,ANTH319,F2022,A-,3.7,3,1
ANTH322-201509,ANTH322,F2015,B+,3.3,3,0
ANTH322-201709,ANTH322,F2017,B+,3.3,3,0
ANTH322-201809,ANTH322,F2018,B+,3.3,3,0
ANTH322-201909,ANTH322,F2019,A-,3.7,3,0
ANTH322-202009,ANTH322,F2020,A-,3.7,3,0
ANTH322-202301,ANTH322,W2023,A-,3.7,3,0
ANTH325-201805,ANTH325,S2018,A-,3.7,3,1
ANTH325-201901,ANTH325,W2019,A-,3.7,3,1
ANTH325-201909,ANTH325,F2019,A-,3.7,3,1
ANTH326-201705,ANTH326,S2017,A-,3.7,3,0
ANTH326-201709,ANTH326,F2017,B+,3.3,3,0
ANTH326-201809,ANTH326,F2018,B+,3.3,3,0
ANTH326-201909,ANTH326,F2019,A-,3.7,3,0
ANTH326-202401,ANTH326,W2024,B+,3.3,3,0
ANTH327-201709,ANTH327,F2017,B+,3.3,3,1
ANTH327-202301,ANTH327,W2023,A-,3.7,3,1
ANTH327-202401,ANTH327,W2024,A-,3.7,3,1
ANTH331-202101,ANTH331,W2021,A-,3.7,3,0
ANTH332-201809,ANTH332,F2018,A-,3.7,3,1
ANTH332-202009,ANTH332,F2020,A-,3.7,3,1
ANTH332-202301,ANTH332,W2023,A-,3.7,3,1
ANTH338-202401,ANTH338,W2024,A-,3.7,3,0
ANTH339-201301,ANTH339,W2013,B+,3.3,3,1
ANTH339-201601,ANTH339,W2016,B+,3.3,3,1
ANTH339-201701,ANTH339,W2017,B,3.0,3,1
ANTH339-201801,ANTH339,W2018,B+,3.3,3,1
ANTH339-201901,ANTH339,W2019,B,3.0,3,1
ANTH339-202101,ANTH339,W2021,A-,3.7,3,1
ANTH339-202201,ANTH339,W2022,B+,3.3,3,1
ANTH339-202301,ANTH339,W2023,B+,3.3,3,1
ANTH339-202401,ANTH339,W2024,B+,3.3,3,1
ANTH343-201501,ANTH343,W2015,B+,3.3,3,0
ANTH343-201701,ANTH343,W2017,B+,3.3,3,0
ANTH343-201809,ANTH343,F2018,B+,3.3,3,0
ANTH343-202301,ANTH343,W2023,B+,3.3,3,0
ANTH343-202309,ANTH343,F2023,B+,3.3,3,0
ANTH343-202405,ANTH343,S2024,B+,3.3,3,0
ANTH352-201609,ANTH352,F2016,A-,3.7,3,1
ANTH352-201709,ANTH352,F2017,B+,3.3,3,1
ANTH352-201809,ANTH352,F2018,B+,3.3,3,1
ANTH352-201909,ANTH352,F2019,A-,3.7,3,1
ANTH352-202009,ANTH352,F2020,A-,3.7,3,1
ANTH352-202109,ANTH352,F2021,B+,3.3,3,1
ANTH352-202209,ANTH352,F2022,A-,3.7,3,1
ANTH352-202309,ANTH352,F2023,B+,3.3,3,1
ANTH355-201801,ANTH355,W2018,B+,3.3,3,0
ANTH355-201805,ANTH355,S2018,B+,3.3,3,0
ANTH355-202301,ANTH355,W2023,A-,3.7,3,0
ANTH355-202401,ANTH355,W2024,A-,3.7,3,0
ANTH357-201809,ANTH357,F2018,A-,3.7,3,1
ANTH357-201909,ANTH357,F2019,A-,3.7,3,1
ANTH358-201709,ANTH358,F2017,A-,3.7,3,0
ANTH358-202101,ANTH358,W2021,B+,3.3,3,0
ANTH358-202201,ANTH358,W2022,A-,3.7,3,0
ANTH358-202209,ANTH358,F2022,A,4.0,3,0
ANTH358-202309,ANTH358,F2023,A,4.0,3,0
ANTH359-201901,ANTH359,W2019,B+,3.3,3,1
ANTH359-202201,ANTH359,W2022,A-,3.7,3,1
ANTH359-202301,ANTH359,W2023,B+,3.3,3,1
ANTH361-201909,ANTH361,F2019,A-,3.7,3,0
ANTH370-202209,ANTH370,F2022,A-,3.7,3,1
ANTH380-201709,ANTH380,F2017,A,4.0,3,0
ANTH380-202305,ANTH380,S2023,A-,3.7,3,0
ANTH381-202301,ANTH381,W2023,A-,3.7,3,1
ANTH385-202309,ANTH385,F2023,A-,3.7,3,0
ANTH423-202201,ANTH423,W2022,A,4.0,3,1
ANTH440-202109,ANTH440,F2021,A-,3.7,3,0
ARCH201-201709,ARCH201,F2017,A-,3.7,6,1
ARCH201-201809,ARCH201,F2018,A-,3.7,6,1
ARCH201-201909,ARCH201,F2019,A-,3.7,6,1
ARCH201-202009,ARCH201,F2020,A-,3.7,6,1
ARCH201-202109,ARCH201,F2021,A-,3.7,6,1
ARCH201-202209,ARCH201,F2022,A-,3.7,6,1
ARCH202-201801,ARCH202,W2018,A-,3.7,6,0
ARCH202-201901,ARCH202,W2019,A-,3.7,6,0
ARCH202-202201,ARCH202,W2022,A-,3.7,6,0
ARCH221-201709,ARCH221,F2017,A-,3.7,2,1
ARCH221-201809,ARCH221,F2018,A-,3.7,2,1
ARCH221-201909,ARCH221,F2019,A-,3.7,2,1
ARCH221-202009,ARCH221,F2020,A-,3.7,2,1
ARCH221-202109,ARCH221,F2021,A-,3.7,2,1
ARCH221-202209,ARCH221,F2022,A-,3.7,2,1
ARCH240-201801,ARCH240,W2018,A-,3.7,3,0
ARCH240-201901,ARCH240,W2019,A-,3.7,3,0
ARCH240-202009,ARCH240,F2020,A,4.0,3,0
ARCH240-202109,ARCH240,F2021,A-,3.7,3,0
ARCH241-201709,ARCH241,F2017,A-,3.7,3,1
ARCH241-201809,ARCH241,F2018,A-,3.7,3,1
ARCH241-201909,ARCH241,F2019,A-,3.7,3,1
ARCH241-202209,ARCH241,F2022,B+,3.3,3,1
ARCH250-201709,ARCH250,F2017,A-,3.7,3,0
ARCH250-201909,ARCH250,F2019,A-,3.7,3,0
ARCH250-202009,ARCH250,F2020,A-,3.7,3,0
ARCH250-202109,ARCH250,F2021,A-,3.7,3,0
ARCH250-202309,ARCH250,F2023,A-,3.7,3,0
ARCH251-201801,ARCH251,W2018,B+,3.3,3,1
ARCH251-201901,ARCH251,W2019,B+,3.3,3,1
ARCH251-202101,ARCH251,W2021,A-,3.7,3,1
ARCH251-202201,ARCH251,W2022,B+,3.3,3,1
ARCH251-202301,ARCH251,W2023,A-,3.7,3,1
ARCH303-202209,ARCH303,F2022,A-,3.7,6,0
ARCH304-202301,ARCH304,W2023,A-,3.7,6,1
ARCH325-202209,ARCH325,F2022,A-,3.7,2,0
ARCH342-202209,ARCH342,F2022,A-,3.7,3,1
ARCH354-202109,ARCH354,F2021,B+,3.3,3,0
ARCH354-202309,ARCH354,F2023,A-,3.7,3,0
ARCH355-202301,ARCH355,W2023,A-,3.7,3,1
ARCH375-202309,ARCH375,F2023,A-,3.7,3,0
ARCH377-201909,ARCH377,F2019,A,4.0,3,1
ARCH377-202209,ARCH377,F2022,A,4.0,3,1
ARCH377-202309,ARCH377,F2023,A,4.0,3,1
ARCH378-202101,ARCH378,W2021,A,4.0,3,0
ARCH378-202201,ARCH378,W2022,A-,3.7,3,0
ARCH378-202209,ARCH378,F2022,A,4.0,3,0
ARCH378-202309,ARCH378,F2023,A,4.0,3,0
ARCH405-202309,ARCH405,F2023,A,4.0,6,1
ARCH406-202401,ARCH406,W2024,A,4.0,6,0
ARCH445-202301,ARCH445,W2023,B+,3.3,3,1
ARCH445-202309,ARCH445,F2023,A,4.0,3,1
ARCH447-202209,ARCH447,F2022,A-,3.7,3,0
ARCH447-202309,ARCH447,F2023,A,4.0,3,0
ARCH451-202401,ARCH451,W2024,A,4.0,3,1
ARCH512-202209,ARCH512,F2022,A,4.0,3,0
ARCH517-201709,ARCH517,F2017,A-,3.7,3,1
ARCH517-201909,ARCH517,F2019,A,4.0,3,1
ARCH517-202109,ARCH517,F2021,A,4.0,3,1
ARCH517-202209,ARCH517,F2022,A-,3.7,3,1
ARCH528-201701,ARCH528,W2017,A-,3.7,3,0
ARCH528-202101,ARCH528,W2021,A-,3.7,3,0
ARCH528-202201,ARCH528,W2022,A-,3.7,3,0
ARCH551-202401,ARCH551,W2024,A-,3.7,3,1
ARTH200-201705,ARTH200,S2017,A-,3.7,3,0
ARTH200-201801,ARTH200,W2018,B,3.0,3,0
ARTH200-201805,ARTH200,S2018,B+,3.3,3,0
ARTH200-202101,ARTH200,W2021,A-,3.7,3,0
ARTH200-202105,ARTH200,S2021,A-,3.7,3,0
ARTH200-202305,ARTH200,S2023,A-,3.7,3,0
ARTH202-201701,ARTH202,W2017,A-,3.7,3,1
ARTH202-201801,ARTH202,W2018,A-,3.7,3,1
ARTH202-202005,ARTH202,S2020,A-,3.7,3,1
ARTH202-202105,ARTH202,S2021,A-,3.7,3,1
ARTH202-202109,ARTH202,F2021,A,4.0,3,1
ARTH202-202205,ARTH202,S2022,A-,3.7,3,1
ARTH202-202301,ARTH202,W2023,B+,3.3,3,1
ARTH202-202305,ARTH202,S2023,A-,3.7,3,1
ARTH202-202309,ARTH202,F2023,A-,3.7,3,1
ARTH204-201609,ARTH204,F2016,B+,3.3,3,0
ARTH204-201909,ARTH204,F2019,A-,3.7,3,0
ARTH204-202201,ARTH204,W2022,A-,3.7,3,0
ARTH204-202401,ARTH204,W2024,B+,3.3,3,0
ARTH205-201501,ARTH205,W2015,B+,3.3,3,1
ARTH205-201509,ARTH205,F2015,B+,3.3,3,1
ARTH205-201609,ARTH205,F2016,B+,3.3,3,1
ARTH205-201809,ARTH205,F2018,B+,3.3,3,1
ARTH205-201909,ARTH205,F2019,A-,3.7,3,1
ARTH205-202009,ARTH205,F2020,A-,3.7,3,1
ARTH205-202109,ARTH205,F2021,B+,3.3,3,1
ARTH205-202201,ARTH205,W2022,A-,3.7,3,1
ARTH205-202209,ARTH205,F2022,A-,3.7,3,1
ARTH207-201509,ARTH207,F2015,B+,3.3,3,0
ARTH207-201609,ARTH207,F2016,A-,3.7,3,0
ARTH207-201709,ARTH207,F2017,B+,3.3,3,0
ARTH207-201801,ARTH207,W2018,B+,3.3,3,0
ARTH207-201809,ARTH207,F2018,B+,3.3,3,0
ARTH207-201901,ARTH207,W2019,B+,3.3,3,0
ARTH207-202101,ARTH207,W2021,A-,3.7,3,0
ARTH207-202109,ARTH207,F2021,A-,3.7,3,0
ARTH207-202301,ARTH207,W2023,A-,3.7,3,0
ARTH207-202309,ARTH207,F2023,B+,3.3,3,0
ARTH209-201601,ARTH209,W2016,B+,3.3,3,1
ARTH215-201601,ARTH215,W2016,B,3.0,3,0
ARTH215-201609,ARTH215,F2016,B-,2.7,3,0
ARTH215-202009,ARTH215,F2020,A-,3.7,3,0
ARTH215-202209,ARTH215,F2022,B+,3.3,3,0
ARTH223-201909,ARTH223,F2019,B+,3.3,3,1
ARTH223-202209,ARTH223,F2022,B+,3.3,3,1
ARTH225-202309,ARTH225,F2023,B+,3.3,3,0
ARTH226-201409,ARTH226,F2014,A-,3.7,3,1
ARTH226-201709,ARTH226,F2017,B+,3.3,3,1
ARTH226-201809,ARTH226,F2018,B+,3.3,3,1
ARTH226-202009,ARTH226,F2020,A-,3.7,3,1
ARTH300-201909,ARTH300,F2019,B+,3.3,3,0
ARTH302-202209,ARTH302,F2022,A-,3.7,3,1
ARTH302-202309,ARTH302,F2023,B+,3.3,3,1
ARTH305-201601,ARTH305,W2016,B+,3.3,3,0
ARTH305-201701,ARTH305,W2017,B+,3.3,3,0
ARTH305-201801,ARTH305,W2018,B+,3.3,3,0
ARTH305-201901,ARTH305,W2019,A-,3.7,3,0
ARTH305-202101,ARTH305,W2021,A-,3.7,3,0
ARTH305-202201,ARTH305,W2022,A-,3.7,3,0
ARTH310-202301,ARTH310,W2023,A-,3.7,3,1
ARTH314-201901,ARTH314,W2019,B,3.0,3,0
ARTH315-201609,ARTH315,F2016,B+,3.3,3,1
ARTH315-201909,ARTH315,F2019,B,3.0,3,1
ARTH315-202201,ARTH315,W2022,B+,3.3,3,1
ARTH315-202209,ARTH315,F2022,A-,3.7,3,1
ARTH315-202401,ARTH315,W2024,A-,3.7,3,1
ARTH321-201701,ARTH321,W2017,B+,3.3,3,0
ARTH321-201709,ARTH321,F2017,B+,3.3,3,0
ARTH321-201809,ARTH321,F2018,B+,3.3,3,0
ARTH321-202401,ARTH321,W2024,B+,3.3,3,0
ARTH323-201709,ARTH323,F2017,A-,3.7,3,1
ARTH323-202309,ARTH323,F2023,B+,3.3,3,1
ARTH325-202301,ARTH325,W2023,B+,3.3,3,0
ARTH336-201901,ARTH336,W2019,B+,3.3,3,1
ARTH337-201601,ARTH337,W2016,A-,3.7,3,0
ARTH338-201609,ARTH338,F2016,B+,3.3,3,1
ARTH338-201709,ARTH338,F2017,B+,3.3,3,1
ARTH339-201809,ARTH339,F2018,B+,3.3,3,0
ARTH339-201909,ARTH339,F2019,B,3.0,3,0
ARTH339-202109,ARTH339,F2021,B+,3.3,3,0
ARTH339-202209,ARTH339,F2022,A-,3.7,3,0
ARTH339-202401,ARTH339,W2024,A-,3.7,3,0
ARTH352-202209,ARTH352,F2022,A,4.0,3,1
ARTH353-201701,ARTH353,W2017,B+,3.3,3,0
ARTH353-201809,ARTH353,F2018,B+,3.3,3,0
ARTH353-201901,ARTH353,W2019,A-,3.7,3,0
ARTH353-202009,ARTH353,F2020,A-,3.7,3,0
ARTH353-202101,ARTH353,W2021,B+,3.3,3,0
ARTH353-202109,ARTH353,F2021,B+,3.3,3,0
ARTH353-202401,ARTH353,W2024,B+,3.3,3,0
ARTH354-201609,ARTH354,F2016,A-,3.7,3,1
ARTH354-201709,ARTH354,F2017,A-,3.7,3,1
ARTH354-201901,ARTH354,W2019,B+,3.3,3,1
ARTH354-202101,ARTH354,W2021,A,4.0,3,1
ARTH357-202201,ARTH357,W2022,A-,3.7,3,0
ARTH360-202301,ARTH360,W2023,A-,3.7,3,1
ARTH368-202201,ARTH368,W2022,B+,3.3,3,0
ATOC181-201109,ATOC181,F2011,B+,3.3,3,1
ATOC181-201509,ATOC181,F2015,B,3.0,3,1
ATOC181-201609,ATOC181,F2016,B+,3.3,3,1
ATOC181-201701,ATOC181,W2017,B,3.0,3,1
ATOC181-201709,ATOC181,F2017,B+,3.3,3,1
ATOC181-201809,ATOC181,F2018,B,3.0,3,1
ATOC181-201901,ATOC181,W2019,B+,3.3,3,1
ATOC181-201909,ATOC181,F2019,B,3.0,3,1
ATOC181-202009,ATOC181,F2020,B,3.0,3,1
ATOC181-202101,ATOC181,W2021,A-,3.7,3,1
ATOC181-202109,ATOC181,F2021,B+,3.3,3,1
ATOC181-202201,ATOC181,W2022,B-,2.7,3,1
ATOC181-202209,ATOC181,F2022,B+,3.3,3,1
ATOC181-202309,ATOC181,F2023,B,3.0,3,1
ATOC182-201801,ATOC182,W2018,B+,3.3,3,0
ATOC182-201809,ATOC182,F2018,A-,3.7,3,0
ATOC182-202109,ATOC182,F2021,B+,3.3,3,0
ATOC182-202209,ATOC182,F2022,A-,3.7,3,0
ATOC182-202309,ATOC182,F2023,B+,3.3,3,0
ATOC183-202401,ATOC183,W2024,A,4.0,3,1
ATOC184-201501,ATOC184,W2015,A-,3.7,3,0
ATOC184-201601,ATOC184,W2016,A-,3.7,3,0
ATOC184-201701,ATOC184,W2017,B+,3.3,3,0
ATOC184-201801,ATOC184,W2018,A-,3.7,3,0
ATOC184-201901,ATOC184,W2019,A-,3.7,3,0
ATOC184-202101,ATOC184,W2021,A-,3.7,3,0
ATOC184-202201,ATOC184,W2022,A-,3.7,3,0
ATOC184-202301,ATOC184,W2023,B+,3.3,3,0
ATOC184-202401,ATOC184,W2024,B+,3.3,3,0
ATOC185-201409,ATOC185,F2014,B+,3.3,3,1
ATOC185-201509,ATOC185,F2015,B+,3.3,3,1
ATOC185-201609,ATOC185,F2016,B+,3.3,3,1
ATOC185-201709,ATOC185,F2017,B+,3.3,3,1
ATOC185-201809,ATOC185,F2018,B+,3.3,3,1
ATOC185-201909,ATOC185,F2019,A-,3.7,3,1
ATOC185-202009,ATOC185,F2020,A-,3.7,3,1
ATOC185-202109,ATOC185,F2021,A-,3.7,3,1
ATOC185-202209,ATOC185,F2022,A,4.0,3,1
ATOC185-202309,ATOC185,F2023,A,4.0,3,1
ATOC214-201509,ATOC214,F2015,A-,3.7,3,0
ATOC214-201609,ATOC214,F2016,B,3.0,3,0
ATOC214-201709,ATOC214,F2017,B,3.0,3,0
ATOC214-201809,ATOC214,F2018,B,3.0,3,0
ATOC214-201909,ATOC214,F2019,B+,3.3,3,0
ATOC214-202009,ATOC214,F2020,A-,3.7,3,0
ATOC214-202109,ATOC214,F2021,B+,3.3,3,0
ATOC214-202209,ATOC214,F2022,B+,3.3,3,0
ATOC214-202309,ATOC214,F2023,A-,3.7,3,0
ATOC215-201901,ATOC215,W2019,B,3.0,3,1
ATOC215-202201,ATOC215,W2022,A-,3.7,3,1
ATOC215-202401,ATOC215,W2024,A-,3.7,3,1
ATOC219-201901,ATOC219,W2019,B-,2.7,3,0
ATOC219-202101,ATOC219,W2021,B+,3.3,3,0
BASC201-201409,BASC201,F2014,A-,3.7,3,1
BASC201-201509,BASC201,F2015,A,4.0,3,1
BASC201-201609,BASC201,F2016,A-,3.7,3,1
BASC201-201709,BASC201,F2017,A-,3.7,3,1
BASC201-201809,BASC201,F2018,A-,3.7,3,1
BASC201-201909,BASC201,F2019,A-,3.7,3,1
BASC201-202009,BASC201,F2020,A,4.0,3,1
BASC201-202201,BASC201,W2022,A-,3.7,3,1
BASC201-202301,BASC201,W2023,A-,3.7,3,1
BIEN200-201609,BIEN200,F2016,A-,3.7,2,0
BIEN200-201709,BIEN200,F2017,B,3.0,2,0
BIEN200-201809,BIEN200,F2018,A-,3.7,2,0
BIEN200-201909,BIEN200,F2019,A-,3.7,2,0
BIEN200-202009,BIEN200,F2020,A,4.0,2,0
BIEN200-202109,BIEN200,F2021,A,4.0,2,0
BIEN200-202209,BIEN200,F2022,A,4.0,2,0
BIEN200-202309,BIEN200,F2023,A,4.0,2,0
BIEN210-201701,BIEN210,W2017,A-,3.7,3,1
BIEN210-201801,BIEN210,W2018,A-,3.7,3,1
BIEN210-201901,BIEN210,W2019,A-,3.7,3,1
BIEN210-202101,BIEN210,W2021,A,4.0,3,1
BIEN210-202201,BIEN210,W2022,A-,3.7,3,1
BIEN210-202301,BIEN210,W2023,A-,3.7,3,1
BIEN210-202309,BIEN210,F2023,A-,3.7,3,1
BIEN219-202009,BIEN219,F2020,A-,3.7,4,0
BIEN219-202109,BIEN219,F2021,A-,3.7,4,0
BIEN219-202209,BIEN219,F2022,A,4.0,4,0
BIEN219-202309,BIEN219,F2023,A,4.0,4,0
BIEN220-202401,BIEN220,W2024,A,4.0,2,1
BIEN267-202209,BIEN267,F2022,A,4.0,3,0
BIEN267-202309,BIEN267,F2023,A,4.0,3,0
BIEN290-201709,BIEN290,F2017,A,4.0,4,1
BIEN290-201809,BIEN290,F2018,A,4.0,4,1
BIEN290-201909,BIEN290,F2019,A-,3.7,4,1
BIEN290-202009,BIEN290,F2020,A,4.0,3,1
BIEN290-202109,BIEN290,F2021,A,4.0,3,1
BIEN290-202209,BIEN290,F2022,A-,3.7,3,1
BIEN290-202309,BIEN290,F2023,A,4.0,3,1
BIEN300-201901,BIEN300,W2019,B,3.0,3,0
BIEN300-202101,BIEN300,W2021,A-,3.7,3,0
BIEN300-202201,BIEN300,W2022,B+,3.3,3,0
BIEN300-202301,BIEN300,W2023,A-,3.7,3,0
BIEN300-202401,BIEN300,W2024,B+,3.3,3,0
BIEN310-201809,BIEN310,F2018,A-,3.7,3,1
BIEN310-201909,BIEN310,F2019,A-,3.7,3,1
BIEN310-202009,BIEN310,F2020,A-,3.7,3,1
BIEN310-202109,BIEN310,F2021,A-,3.7,3,1
BIEN310-202209,BIEN310,F2022,A-,3.7,3,1
BIEN310-202309,BIEN310,F2023,A-,3.7,3,1
BIEN314-201909,BIEN314,F2019,A-,3.7,3,0
BIEN314-202009,BIEN314,F2020,A,4.0,3,0
BIEN314-202109,BIEN314,F2021,A-,3.7,3,0
BIEN314-202209,BIEN314,F2022,A-,3.7,3,0
BIEN314-202309,BIEN314,F2023,B+,3.3,3,0
BIEN320-201901,BIEN320,W2019,A-,3.7,3,1
BIEN320-202101,BIEN320,W2021,A,4.0,3,1
BIEN320-202301,BIEN320,W2023,A,4.0,3,1
BIEN320-202401,BIEN320,W2024,A-,3.7,3,1
BIEN330-202101,BIEN330,W2021,A,4.0,3,0
BIEN330-202201,BIEN330,W2022,A,4.0,3,0
BIEN340-201901,BIEN340,W2019,A-,3.7,3,1
BIEN340-202201,BIEN340,W2022,A,4.0,3,1
BIEN340-202301,BIEN340,W2023,A,4.0,3,1
BIEN340-202401,BIEN340,W2024,A,4.0,3,1
BIEN350-201709,BIEN350,F2017,B,3.0,3,0
BIEN350-201809,BIEN350,F2018,B,3.0,4,0
BIEN350-201909,BIEN350,F2019,B,3.0,4,0
BIEN350-202009,BIEN350,F2020,A-,3.7,4,0
BIEN350-202109,BIEN350,F2021,A,4.0,4,0
BIEN350-202209,BIEN350,F2022,B+,3.3,4,0
BIEN350-202309,BIEN350,F2023,A-,3.7,4,0
BIEN360-201901,BIEN360,W2019,A-,3.7,3,1
BIEN360-202101,BIEN360,W2021,A,4.0,3,1
BIEN360-202201,BIEN360,W2022,A,4.0,3,1
BIEN360-202301,BIEN360,W2023,A-,3.7,3,1
BIEN360-202401,BIEN360,W2024,A,4.0,3,1
BIEN390-201809,BIEN390,F2018,A-,3.7,3,0
BIEN390-201909,BIEN390,F2019,A,4.0,3,0
BIEN390-202101,BIEN390,W2021,A,4.0,3,0
BIEN390-202201,BIEN390,W2022,A,4.0,3,0
BIEN390-202301,BIEN390,W2023,A,4.0,3,0
BIEN390-202401,BIEN390,W2024,A,4.0,3,0
BIEN410-202009,BIEN410,F2020,A-,3.7,3,1
BIEN410-202109,BIEN410,F2021,A-,3.7,3,1
BIEN410-202209,BIEN410,F2022,B+,3.3,3,1
BIEN410-202309,BIEN410,F2023,A-,3.7,3,1
BIEN420-202109,BIEN420,F2021,A,4.0,3,0
